site_date_key,Mangrove,Spartina,edge_man,edge_mar,edge_l.mangrove,edge_l.marsh,land_water_ratio,fetch_distance,site_type,Spill Bank
68bb7209,0.108369810882842,0.0376412660860508,0.108369810882842,0.0376412660860508,0.7422026679929897,0.2577973320070104,0.5972926675764212,0.0,mixed,
9595edb4,0.0859216631418441,0.0595659290643319,0.0859216631418441,0.0595659290643319,0.59057725706314,0.4094227429368599,0.2462182185677785,26.556186473050868,mixed,
a7b5df75,0.1093664562761449,0.0134285465313898,0.1093664562761449,0.0134285465313898,0.8906425650526076,0.1093574349473923,0.3911429796036502,13.256973623929838,mangrove,
ac62b9c3,0.1832051267778233,0.0509569466743834,0.1832051267778233,0.0509569466743834,0.7823859947807307,0.2176140052192692,0.5412323678842043,0.0,mangrove,
d0ca5be3,0.1213208778186359,0.1410400153977579,0.1213208778186359,0.1410400153977579,0.4624198230586565,0.5375801769413435,0.4088194047736956,0.0,mixed,
4fc39c30,0.0,0.2313673351814511,0.0,0.2313673351814511,0.0,1.0,0.3437136539398536,3.5289872626426138,marsh,
80e424b0,0.0001218677447049,0.2014673041326141,0.0001218677447049,0.2014673041326141,0.0006045351720535,0.9993954648279464,0.4220275329983352,16.878160772029197,marsh,
91daed95,0.005021448323515,0.1725617062384959,0.005021448323515,0.1725617062384959,0.0282766027887044,0.9717233972112956,0.3293583162246039,10.770838001450416,marsh,
da248fc9,0.0048467802221336,0.1798667755315856,0.0048467802221336,0.1798667755315856,0.0262394397766663,0.9737605602233336,0.4118672994325899,2.131005229963722,marsh,
124ad590,0.0184017712149512,0.0028039152017509,0.0184017712149512,0.0028039152017509,0.8677753152313656,0.1322246847686344,0.3105804749480037,369.8759049294739,mangrove,
77d490c5,0.0511522237447186,0.0193080795094276,0.0511522237447186,0.0193080795094276,0.7259722337585671,0.2740277662414329,0.2671993369336597,12.646738575366497,mixed,
7b9bfc39,0.2140497674846437,0.0008502963427611,0.2140497674846437,0.0008502963427611,0.9960432941358076,0.0039567058641921,0.468469128719936,0.0,mangrove,
c5ec5e0f,0.0445395131522701,0.0704437126945002,0.0445395131522701,0.0704437126945002,0.3873566150563967,0.6126433849436033,0.1427482757860488,0.0,mixed,
05244dc3,0.063107907138616,0.0284451233672011,0.063107907138616,0.0284451233672011,0.6893044041246263,0.3106955958753736,0.7008055852434305,0.0,mixed,0.0156022245293161
0d2059f3,0.0067702714962095,0.2013547027182533,0.0067702714962095,0.2013547027182533,0.0325298370450876,0.9674701629549124,0.6004985064100589,11.597734172272965,marsh,
22dc2bdf,0.0023053925221561,0.2366019330736414,0.0023053925221561,0.2366019330736414,0.0096497355885042,0.9903502644114958,0.6555108599068509,0.0,marsh,
f7bb8461,0.0102659126084214,0.226459126507684,0.0102659126084214,0.226459126507684,0.043366399459697,0.9566336005403028,0.5961107871185696,32.12046272676752,marsh,
4cb86d8e,0.0015048087315581,0.110883833934905,0.0015048087315581,0.110883833934905,0.0133893309488926,0.9866106690511072,0.250335480218757,2.291521799591838,marsh,
b7d69942,0.0005049721014295,0.1943519600818146,0.0005049721014295,0.1943519600818146,0.0025915018561139,0.997408498143886,0.3692704761833764,185.2946096587261,marsh,
f3f8f037,0.0001509120452801,0.1654830067923867,0.0001509120452801,0.1654830067923867,0.0009111180025151,0.9990888819974848,0.2917257727309241,82.97889412216557,marsh,
